campaign		imperial_campaign
playable
	romans_julii;			<--------- Fabia gens
	resource	furs,           1,         192,  140
	resource	furs,           1,         169,  141
	resource	furs,           1,         148,  144
	resource	lead,           1,         89,   106
	resource	lead,           1,         92,   105
	resource	lead,           1,         52,   143
	resource	lead,           1,         52,   139
	resource	amber,          1,         140,  125		;Pripet
	resource	amber,          1,         141,  125		;Pripet
	resource	amber,          1,         142,  125		;Pripet
	resource	amber,          1,         96,   137
	resource	amber,          1,         98,   138
	resource	amber,          1,         93,   136
	resource	wild_animals,   1,         215,  144
	resource	timber,         1,         208,  145
	resource	timber,         1,         176,  141
	resource	timber,         1,         158,  142
	resource	timber,         1,         223,  93
	resource	timber,         1,         229,  100
	resource	timber,         1,         96,   106
	resource	timber,         1,         92,   117
	resource	timber,         1,         84,   124
	resource	timber,         1,         86,   145
	resource	timber,         1,         89,   128
	resource	timber,         1,         62,   111
	resource	timber,         1,         72,   111
	resource	timber,         1,         125,  137
	resource	timber,         1,         128,  114
	resource	timber,         1,         117,  123
	resource	timber,         1,         116,  110
	resource	timber,         1,         103,  118
	resource	timber,         1,         95,   133
	resource	timber,         1,         52,   130		;Britannia_Superior
	resource	amber,          1,         123,  144
	resource	amber,          1,         123,  143
	resource	amber,          1,         123,  142
	resource	camels,         1,         251,  117
	resource	hides,			1,         170,  128
	resource	hides,			1,         238,  147
	resource	hides,			1,         219,  124
	resource	silver,         1,         216,  108
	resource	lead,           1,         45,   133
	resource	lead,           1,         44,   137
	resource	amber,          1,         113,  136
	resource	silver,         1,         107,  132
	resource	iron,           1,         232,  81
	resource	iron,           1,         232,  82
	resource	iron,           1,         105,  133
	resource	iron,           1,         105,  134
	resource	iron,           1,         49,   129
	resource	iron,           1,         50,   130
	resource	iron,           1,         83,   127
	resource	iron,           1,         108,  124
	resource	iron,           1,         107,  125
	resource	textiles,       1,         69,   122
	resource	textiles,       1,         56,   129
	resource	pottery,        1,         66,   123
	resource	grain,          1,         190,  115
	resource	hides,          1,         84,   113
	resource	timber,         1,         41,   110
	resource	glass,          1,         46,   111
	resource	iron,           1,         110,  111
	resource	iron,           1,         109,  110
	resource	iron,           1,         173,  113
	resource	iron,           1,         171,  111
	resource	iron,           1,         54,   104
	resource	iron,           1,         53,   103
	resource	lead,           1,         54,   99
	resource	lead,           1,         54,   98
	resource	gold,           1,         136,  98
	resource	iron,           1,         142,  98
	resource	iron,           1,         141,  99
	resource	timber,         1,         160,  99
	resource	grain,          1,         174,  101
	resource	grain,          1,         178,  99
	resource	grain,          1,         179,  99
	resource	grain,          1,         180,  99
	resource	wine,          	1,         250,  94
	resource	wine,          	1,         251,  94
	resource	wine,          	1,         194,  102
	resource	wine,          	1,         196,  103
	resource	wine,          	1,         182,  102
	resource	wine,          	1,         183,  100
	resource	wine,           1,         47,   91
	resource	wine,           1,         45,   89
	resource	pottery,        1,         67,   91			;Lugdinensis
	resource	iron,           1,         54,   90
	resource	iron,           1,         55,   90
	resource	gold,           1,         214,  92
	resource	glass,          1,         96,   91
	resource	textiles,       1,         91,   90
	resource	textiles,       1,         49,   85
	resource	wine,           1,         65,   86
	resource	wine,           1,         55,   82
	resource	wine,           1,         57,   83
	resource	silver,         1,         59,   85
	resource	iron,           1,         112,  85
	resource	wine,           1,         106,  89
	resource	wine,           1,         107,  88
	resource	wine,           1,         106,  88
	resource	gold,           1,         148,  79
	resource	iron,           1,         16,   89
	resource	iron,           1,         18,   89
	resource	tin,            1,         23,   87
	resource	timber,         1,         24,   82
	resource	gold,           1,         117,  77
	resource	olive_oil,      1,         121,  73
	resource	olive_oil,      1,         123,  73
	resource	iron,           1,         223,  81
	resource	iron,           1,         225,  82
	resource	wine,           1,         220,  86
	resource	wine,           1,         221,  88
	resource	pottery,        1,         86,   83
	resource	timber,         1,         78,   84
	resource	timber,         1,         197,  81
	resource	iron,           1,         188,  74
	resource	iron,           1,         189,  75
	resource	silver,         1,         201,  79
	resource	iron,           1,         31,   74
	resource	iron,           1,         32,   74
	resource	lead,           1,         30,   80
	resource	lead,           1,         31,   81
	resource	iron,           1,         90,   77
	resource	iron,           1,         91,   76
	resource	marble,         1,         91,   82
	resource	silver,         1,         47,   77
	resource	marble,         1,         50,   72
	resource	wine,           1,         44,   79
	resource	wine,           1,         40,   81
	resource	pottery,        1,         99,   79
	resource	iron,           1,         240,  67
	resource	iron,           1,         240,  64
	resource	elephants,      1,         253,  75
	resource	camels,         1,         250,  68
	resource	timber,         1,         140,  66
	resource	timber,         1,         155,  70
	resource	wine,           1,         163,  69
	resource	wine,           1,         166,  70
	resource	textiles,       1,         171,  64
	resource	lead,           1,         196,  68
	resource	silver,         1,         38,   68
	resource	pottery,        1,         40,   65
	resource	olive_oil,      1,         111,  67			;Apulia
	resource	olive_oil,      1,         111,  68			;Apulia
	resource	copper,         1,         108,  66			;Apulia
	resource	copper,         1,         108,  67			;Apulia
	resource	timber,         1,         115,  65
	resource	camels,         1,         217,  58
	resource	elephants,      1,         216,  62
	resource	textiles,       1,         218,  60
	resource	wine,           1,         18,   54
	resource	wine,           1,         19,   57
	resource	olive_oil,      1,         16,   58
	resource	olive_oil,      1,         12,   54
	resource	gold,           1,         16,   54
	resource	timber,         1,         156,  65
	resource	silver,         1,         160,  63
	resource	wine,           1,         161,  65
	resource	silver,         1,         195,  60
	resource	lead,           1,         47,   60
	resource	wine,           1,         54,   61
	resource	silver,         1,         167,  56
	resource	timber,         1,         156,  55
	resource	marble,         1,         152,  62			;Mysia
	resource	marble,         1,         164,  55			;Lydia
	resource	textiles,       1,         160,  54
	resource	iron,           1,         202,  58
	resource	iron,           1,         201,  58
	resource	camels,         1,         206,  54
	resource	elephants,      1,         201,  50
	resource	textiles,       1,         198,  56
	resource	elephants,      1,         238,  55
	resource	camels,         1,         240,  49
	resource	marble,         1,         143,  54			;Athens
	resource	silver,         1,         144,  53			;Athens
	resource	marble,         1,         148,  51			;Euboea
	resource	grain,          1,         80,   64			;Sardinia_Superior
	resource	silver,         1,         82,   63			;Sardinia_Superior
	resource	silver,         1,         82,   60			;Sardinia_Inferior
	resource	olive_oil,      1,         142,  55
	resource	olive_oil,      1,         146,  54
	resource	camels,         1,         251,  43
	resource	elephants,      1,         254,  43
	resource	iron,           1,         251,  53
	resource	iron,           1,         252,  54
	resource	timber,         1,         134,  46
	resource	wine,           1,         166,  49			;Lycia
	resource	wine,           1,         167,  49			;Lycia
	resource	olive_oil,      1,         173,  48			;Lycia
	resource	olive_oil,      1,         173,  49			;Lycia
	resource	textiles,       1,         164,  51
	resource	camels,         1,         2,    23
	resource	timber,         1,         15,   44
	resource	copper,         1,         26,   39
	resource	copper,         1,         27,   39
	resource	camels,         1,         215,  42
	resource	elephants,      1,         58,   39
	resource	camels,         1,         60,   31
	resource	marble,         1,         64,   38
	resource	timber,         1,         58,   45
	resource	timber,         1,         86,   42
	resource	elephants,      1,         73,   42
	resource	camels,         1,         80,   40
	resource	olive_oil,      1,         76,   44
	resource	olive_oil,      1,         78,   44
	resource	timber,         1,         104,  45
	resource	camels,         1,         209,  47
	resource	elephants,      1,         206,  45
	resource	elephants,      1,         209,  51
	resource	camels,         1,         227,  14
	resource	camels,         1,         227,  8
	resource	camels,         1,         81,   30
	resource	olive_oil,      1,         85,   37
	resource	purple_dye,     1,         150,  36
	resource	purple_dye,     1,         145,  37
	resource	purple_dye,     1,         151,  36
	resource	iron,           1,         150,  38
	resource	iron,           1,         152,  37
	resource	purple_dye,     1,         199,  31
	resource	purple_dye,     1,         197,  22
	resource	olive_oil,      1,         200,  34
	resource	wine,           1,         202,  35
	resource	wine,           1,         200,  27
	resource	camels,         1,         105,  14
	resource	purple_dye,     1,         94,   21
	resource	purple_dye,     1,         99,   21
	resource	purple_dye,     1,         89,   23
	resource	timber,         1,         132,  17
